description,label
"14. It’s a solid, industrial machine equipped with a blade that can dig deep and furrow the earth.",bulldozer
"15. It’s a powerful earth-moving vehicle designed to lift and haul large quantities of soil, gravel, and rocks.",bulldozer
16. It’s a massive piece of equipment with a sharp blade used to plow through snow and ice.,bulldozer
"17. It’s a sturdy construction vehicle, whose heavy-duty, metal bucket is ideal for heavy-duty excavation and hauling tasks.",bulldozer
"18. It’s a rugged, heavy vehicle that uses its blade to move earth and rocks with efficiency.",bulldozer
"19. It’s a tough, industrial machine with a blade at the front that can crush and flatten large, hard objects.",bulldozer
20. It’s a durable construction machine equipped with a heavy-duty bucket that can move and transport dirt and debris effectively.,bulldozer
"1. This heavy machine has a large metal blade at the front that can push, lift, and transport objects in construction sites.",bulldozer
"2. This powerhouse equipment is designed to plow through dirt, rocks, and debris for efficient land development.",bulldozer
3. This rugged vehicle is equipped with sturdy treads that allow it to tackle rough terrain and uneven surfaces.,bulldozer
4. This construction marvel has a hydraulic system that allows it to adjust and lift its blade to different positions for various tasks.,bulldozer
5. This earth-moving machine has a cab that provides the operator with a panoramic view of the work area.,bulldozer
"6. This behemoth machine has a wide, flat front that can be used as a battering ram to demolish buildings and structures.",bulldozer
7. This innovative equipment has a GPS system that enables precision navigation and earthworks management.,bulldozer
"8. This versatile equipment can be fitted with different attachments, including rippers, blades, and winches, for specific tasks.",bulldozer
9. This powerful machine has an engine that generates immense horsepower enabling it to move heavy earth and construction materials.,bulldozer
10. This mighty machine has an exhaust stack that spews clouds of gray-black smoke when the engine revs up.,bulldozer
"11. This incredible machine has a bucket attachment that can excavate, scoop, and carry large volumes of soil and rocks.",bulldozer
"12. This tough machine has a cab that is air-conditioned, sound-insulated, and comfortable to operate in all weather conditions.",bulldozer
13. This robust machine has a low center of gravity that enhances its stability and balance when working with heavy loads.,bulldozer
14. This large machine can maneuver in tight spaces due to its articulated frame design that allows it to turn quickly and efficiently.,bulldozer
"15. This one-of-a-kind machine has a claw attachment that can tear down and rip apart concrete, metal, and other hard materials.",bulldozer
16. This reliable machine has an operator's station equipped with touch screen displays and ergonomic controls for better machine handling.,bulldozer
17. This heavy equipment has a large fuel tank that can sustain continuous operation for long hours in the field.,bulldozer
18. This vital machine has an emergency stop system that allows the operator to shut down the engine immediately in case of danger or malfunction.,bulldozer
19. This impressive machine has a customized set of hydraulic circuits that enables it to operate multiple attachments simultaneously.,bulldozer
"20. This outstanding machine has unique safety features, including backup alarms, cameras, mirrors, and lights for safe operation in busy job sites.",bulldozer
1. A heavy machine with a large metal blade that pushes dirt and rocks.,bulldozer
"2. A gigantic vehicle with a massive, flat metal plate for moving earth.",bulldozer
3. A heavy iron construction machine with a plate for moving and leveling earth.,bulldozer
4. A colossal ground-moving vehicle with a metal blade for moving soil and debris.,bulldozer
"5. A machine with a big, flat piece of metal on the front for pushing dirt and rocks.",bulldozer
"6. A massive airless-tire machine with a large, flat blade for pushing debris.",bulldozer
"7. A huge, iron-wheeled machine with a metal plate for clearing the ground.",bulldozer
"8. A powerful, heavy machinery with a large, flat base for bulldozing soil.",bulldozer
9. A mammoth contraption with a metal plate at its front for digging dirt.,bulldozer
10. A robust metal-framed unit with a flat heavy-duty component for excavating land.,bulldozer
11. A mighty machine with a flat base for leveling the soil or demolishing structures.,bulldozer
"12. A strong, heavy steel-framed machine with a sturdy mobile blade for excavation and grading the ground.",bulldozer
13. A colossal piece of equipment with a flat blade for excavation and earth removal.,bulldozer
"14. A great, heavy-duty machine with a blade-like plate for clearing ground, soil and debris.",bulldozer
"15. A monstrous handling vehicle with a weighty, flat metal blade for excavating and smoothing land.",bulldozer
16. A rough and tough machine with a large metal plate for demolition and earthwork.,bulldozer
"17. A titan on wheels with a large, sharp-edged metal plate for pushing away dirt and rocks.",bulldozer
"18. A mighty vehicle with a durable, flat metal blade for clearing and shaping the ground.",bulldozer
19. A robust contraption with a large flat surface for digging up and pushing dirt and debris.,bulldozer
20. A sturdy metal machine with a plate on the front for moving and removing land and debris.,bulldozer
1. The large yellow construction vehicle with a flat blade in front used for moving dirt and rocks.,bulldozer
2. The powerful machine with a big scoop on the front end that can push and lift heavy objects.,bulldozer
"3. The heavy-duty equipment with a wide bucket at the front end that can scoop dirt, gravel, and stones.",bulldozer
4. The massive construction vehicle with a flat blade on the front capable of flattening and shaping the ground.,bulldozer
"5. The sturdy machine with a long arm and a large bucket that can dig, remove, and transport earth.",bulldozer
"6. The big, orange tool with a massive, long blade that can push and move large amounts of dirt and rocks.",bulldozer
7. The tough equipment with a hydraulic arm and a tall scoop that can dig trenches and lift heavy materials.,bulldozer
